Year,Month,Day,Year-Month-Day,minWindSpeed,maxWindSpeed,minDNorth,maxDNorth,minDEast,maxDEast,minAirTemperature,maxAirTemperature,minRelativeHumidity,maxRelativeHumidity,minLog(ParticleConcentration + 1),maxLog(ParticleConcentration + 1)
2006,10,23,23/10/2006,0.2056666,4.012333,3.1547,179.3679,0.2292,179.09041,23.35754,39.2555,14.02036,75.55921,0.755874856,2.212720154
2006,10,24,24/10/2006,0.6976666,5.331666,36.99573,179.9979,0.0433,179.40715,24.85261,39.07917,19.33238,81.13818,0.602059991,2.121887985
2006,10,25,25/10/2006,0.1896667,4.276667,14.26596,179.8338,0.1721,179.02733,24.62733,38.5584,15.94557,79.19424,0.447158031,2.181557774
2006,10,26,26/10/2006,0.1493333,3.336667,2.1504,179.9653,1.0807,179.1358,24.28662,38.98795,18.0374,69.04599,0.278753601,2.223495941
2006,10,27,27/10/2006,0.127,4.368334,4.548676,179.9303,0.1886,179.52299,23.5733,37.20767,23.56808,75.44943,0.380211242,2.16879202
2006,10,28,28/10/2006,0.408,5.674999,1.0439,179.4983,0.0667,179.35345,25.05809,38.24618,13.5113,65.16753,0.643452676,2.269746373
2006,10,29,29/10/2006,0.1836667,6.096,0.217123,176.0597,0.865,179.96663,22.68456,38.41397,11.24044,54.09465,1.021189299,2.431363764
2006,10,3,03/10/2006,0.25,3.332,0.524232,177.0641,2.9088,173.99825,24.50106,36.56421,35.71222,86.24654,0.079181246,1.998259338
2006,10,30,30/10/2006,0.1393333,4.458,0.4671277,179.4297,1.6596,179.96329,21.01841,38.34,9.844887,50.18528,0.414973348,2.461348434
2006,10,31,31/10/2006,0.1343333,3.603,2.178498,179.8098,1.7512,179.57501,19.15561,37.454,10.63849,45.15255,0,2.445759836
2006,10,4,04/10/2006,0.6963333,5.071668,48.0473,179.8667,0.7908,105.6936,25.06771,35.84722,39.30889,86.54517,0.51851394,1.984077034
2006,10,5,05/10/2006,0.9246666,5.234333,75.232,179.7935,0.0389,151.6717,25.21601,35.38436,36.80349,85.50887,0.230448921,2.105169428
2006,10,6,06/10/2006,0.2253333,3.813,3.9913,179.8994,4.7254,171.46256,24.67724,36.1251,33.57277,83.01103,0.491361694,1.945960704
2006,10,7,07/10/2006,0.269,8.044001,1.9885,179.8368,2.4248,179.93153,24.52793,36.41946,28.58284,78.16118,0.079181246,2.135768515
2006,10,8,08/10/2006,0.187,6.934668,1.4188,179.9043,0.2346,179.01897,26.27685,36.17338,35.11831,79.25992,0.041392685,2.412292509
2006,10,9,09/10/2006,0.412,4.031333,3.7714,179.9936,0.0664,156.2088,25.61502,36.92074,34.50547,86.33842,0.041392685,2.174350597
2006,1,1,01/01/2006,0.128,5.055,2.050986,123.096,12.5183,179.50595,16.65897,34.64911,8.216987,23.27128,1.394451681,1.982271233
2006,1,10,10/01/2006,0.2643333,4.945333,0.5721947,78.43095,19.1531,168.43095,19.29832,35.26017,8.014299,17.95504,0.77815125,1.989004616
2006,11,1,01/11/2006,0.04433334,5.326333,0.4111,177.5329,0.1331,179.595,18.44153,37.73468,10.95442,56.00828,1.322219295,1.963315511
2006,1,11,11/01/2006,0.3926667,4.512,0.6152141,114.7557,37.8213,178.98022,18.79608,34.60276,6.062377,13.72167,0.079181246,2.129689892
2006,11,10,10/11/2006,0.1166666,7.234,2.313,107.1984,43.207,179.99766,20.22684,34.70538,13.11967,37.81011,1.954242509,2.351796307
2006,11,11,11/11/2006,0.199,6.411,2.4649,142.6617,55.7863,179.88972,21.49729,34.95197,12.18728,31.27459,1.838219222,2.338854746
2006,11,12,12/11/2006,0.1573333,5.648,1.361434,178.736,12.3356,179.99034,20.9776,34.9304,12.66525,34.11535,1.537819095,2.279666944
2006,11,13,13/11/2006,0.2433334,5.149,0.8493,179.5993,8.1688,179.66619,20.73406,34.68788,12.1448,38.92392,1.352182518,2.216165902
2006,11,14,14/11/2006,0.207,6.272334,0.4016027,150.6695,0.0693,179.98681,20.66736,35.05749,11.32957,37.71991,0,2.6198235
2006,11,15,15/11/2006,0.1273333,7.323,0.9713,128.6301,53.5605,179.95599,21.8233,34.4563,11.62781,28.78497,1.753583059,2.290924559
2006,11,16,16/11/2006,0.1553333,6.616999,1.942,162.3153,6.8966,179.57336,20.83836,35.03856,11.32718,25.62466,1.44870632,2.719993826
2006,11,17,17/11/2006,0.142,6.730667,2.65839,173.5469,10.0237,179.99826,21.49129,34.39626,11.47523,29.55369,2.160768562,2.709609121
2006,11,18,18/11/2006,0.1646667,6.795334,3.064205,159.3997,16.9989,179.96407,21.07905,33.31852,11.08751,28.30257,2.254789687,2.747877706
2006,11,19,19/11/2006,0.3136667,7.642,42.83749,161.4421,108.5579,179.96909,18.55692,32.47237,10.4998,29.38886,1.747411808,2.462697408
2006,11,2,02/11/2006,0.1616666,4.333334,1.56475,143.0017,0.2936,179.77937,19.22338,37.33877,8.301032,51.78188,1.017033339,1.844477176
2006,1,12,12/01/2006,0.195,4.987333,0.7214,114.559,10.701,179.66805,18.21331,33.45761,8.78862,15.36351,1.761175813,2.336059278
2006,11,20,20/11/2006,0.1556667,7.993333,1.733835,176.1046,1.0273,179.99987,18.38384,31.96031,10.90985,27.62776,1.678518379,2.790847904
2006,11,21,21/11/2006,0.2,5.961,0.8355,137.7059,0.3676,179.96269,16.55264,32.9421,10.29442,30.47707,0.612783857,2.259115844
2006,11,22,22/11/2006,0.07399999,4.691667,2.0255,168.7436,2.3721,179.92651,16.05096,33.08247,10.17497,33.47992,0.278753601,2.441223674
2006,11,23,23/11/2006,0.08766665,4.045333,0.4781767,177.0074,0.3323,179.83364,16.30076,33.23824,9.975943,32.31936,0.230448921,2.283979284
2006,11,24,24/11/2006,0.2246667,6.170334,2.7265,173.4223,0.766,179.98565,16.36512,33.55093,9.906802,34.92915,0.230448921,2.47070443
2006,11,25,25/11/2006,0.1176667,5.610665,0.1386,178.1349,1.183,179.90465,17.88038,33.57682,8.303577,29.6414,0.041392685,2.380573003
2006,11,26,26/11/2006,0.1176667,5.482999,0.6791,177.9046,0.9893,179.58377,16.75309,33.59549,8.491459,29.14007,0.041392685,2.175801633
2006,11,27,27/11/2006,0.1296667,6.129334,0.3026,166.2219,1.1758,179.55199,17.16655,32.97588,9.408024,23.71898,0.041392685,2.223236273
2006,11,28,28/11/2006,0.1383333,4.785667,0.303008,156.1544,1.1273,179.85942,17.17937,32.8835,9.68921,28.73369,0.113943352,2.133538908
2006,11,29,29/11/2006,0.2236666,6.721666,0.9975375,176.9935,0.6648,179.72942,18.20934,32.52884,10.23108,27.40182,0,2.229937686
2006,11,3,03/11/2006,0.07199999,4.248,0.6831924,178.3357,0.428,178.93101,20.87127,38.56532,9.41876,42.81932,1.049218023,2.004751156
2006,1,13,13/01/2006,0.17,6.148001,1.8753,170.536,0.8175,179.86741,17.99179,33.18157,8.552711,18.73597,1.622214023,2.969276095
2006,11,30,30/11/2006,0.1196667,7.064,0.4339671,124.47,0.7793,179.98354,17.38953,32.67078,10.80302,27.52515,1.606381365,2.046495164
2006,11,4,04/11/2006,0.2526667,5.468666,0.007766739,164.6184,0.6443,179.90911,20.4748,37.8427,8.997004,30.25989,1.11058971,1.811575006
2006,1,14,14/01/2006,0.8286667,6.850669,16.79386,122.7685,106.79386,179.97459,17.51911,32.97614,9.105775,20.13626,1.727541257,2.288025535
2006,11,5,05/11/2006,0.1243333,5.525001,4.67967,165.2838,0.1491,179.93558,21.97297,37.3199,8.753008,23.79295,1.100370545,1.815577748
2006,1,15,15/01/2006,0.651,6.556666,0.0495,125.0254,66.8933,179.99344,17.89167,33.80041,9.110048,24.31223,1.80685803,2.826139618
2006,11,6,06/11/2006,0.2246667,5.184333,0.2121648,167.2326,0.433,179.86958,21.62549,37.82321,8.870885,24.64328,1.209515015,1.868644438
2006,1,16,16/01/2006,0.3859999,6.476667,0.03144046,110.0836,3.5207,179.60345,17.0997,35.3345,10.54518,31.45876,0,2.240049772
2006,11,7,07/11/2006,0.3396666,7.785668,0.8322,176.2348,4.8033,179.90299,20.18232,36.52814,11.51496,41.98228,1.348304863,2.543819805
2006,1,17,17/01/2006,0.2206667,7.289667,2.187,158.2156,3.2311,179.82615,18.25075,36.06929,10.10949,31.89349,1.164352856,2.44870632
2006,11,8,08/11/2006,0.2243333,7.426,5.060773,174.3042,13.2817,178.29352,21.70914,34.89108,13.88,36.89736,2.116275588,2.607562243
2006,1,18,18/01/2006,0.1813333,4.586666,0.4332351,179.2129,0.1691,179.94375,21.07258,35.76826,15.03857,43.42519,0,2.864629725
2006,11,9,09/11/2006,0.7236665,7.328668,9.786721,135.1981,99.786721,179.86465,21.893,34.39336,13.78842,35.30736,1.958085849,2.61992771
2006,1,19,19/01/2006,1.533,6.803001,0.0246,89.2444,0.7556,139.938,21.55061,33.9685,8.621291,41.93694,1,2.851319513
2006,1,2,02/01/2006,0.104,4.777667,0.7706,132.3605,1.2705,179.99864,18.50223,34.6018,8.456049,20.37639,1.715167358,2.395501124
2006,1,20,20/01/2006,0.6133334,6.669666,0.0083,124.1679,56.0339,178.56567,19.83886,35.7239,10.78531,23.89572,0,2.630732893
2006,12,1,01/12/2006,0.103,4.885,0.1009,175.2307,1.8667,179.91331,16.53082,33.13339,11.40456,32.43159,1.596597096,2.141449773
2006,1,21,21/01/2006,1.258667,7.324333,0.4232,75.50509,54.0663,165.50509,19.63338,35.63878,8.535415,25.43098,2.015359755,2.819741297
2006,12,10,10/12/2006,0.4996666,7.224335,2.265477,141.8747,79.0612,179.9261,17.81648,31.17323,10.15324,21.75119,1.733197265,2.403977964
2006,12,11,11/12/2006,1.046667,6.112999,62.83287,128.7946,141.2054,179.85964,18.98737,31.69622,10.31431,23.16129,1.767897616,3.221492482
2006,12,12,12/12/2006,0.3116667,5.115333,1.5052,127.2218,88.4948,179.69173,20.08912,32.82208,11.11264,26.26121,2.835690571,3.354818871
2006,12,13,13/12/2006,0.2433333,5.723333,1.4636,177.696,1.5862,179.89947,19.57904,34.60974,11.13798,28.05939,2.579783597,3.220265034
2006,12,14,14/12/2006,0.6583332,5.387667,18.46199,145.2331,108.46199,179.99811,18.16431,34.41962,7.996088,26.67987,1,2.616895426
2006,12,15,15/12/2006,0.203,6.394,0.4535,155.7386,11.6898,179.98013,17.44575,32.42902,7.992679,22.46776,0.505149978,2.836324116
2006,12,16,16/12/2006,0.1613334,4.872334,0.5278441,174.1644,54.9676,179.84528,17.34136,33.31664,8.312683,21.06004,0,2.659821158
2006,12,17,17/12/2006,0.09266665,5.387334,0.001969306,165.4039,3.1005,179.90223,18.53041,33.7184,10.4359,24.17655,2.212720154,2.756255649
2006,12,18,18/12/2006,0.08699998,5.403,0.9349,145.2842,0.1879,179.93994,17.98615,33.65552,11.58889,28.69024,1.949390007,2.607240504
2006,12,19,19/12/2006,0.08066666,5.066668,0.398,161.6332,2.0781,179.95959,18.12382,33.852,9.73169,26.73847,1.850033258,2.411619706
2006,12,2,02/12/2006,0.321,6.244667,0.303,108.7477,50.7999,179.93122,18.35428,31.3056,11.49263,30.70408,2.08170727,2.739809599
2006,1,22,22/01/2006,0.7743332,6.442666,0.07880806,85.2374,4.7626,152.60662,19.82172,35.12388,8.213935,17.50836,1.725094521,2.378397901
2006,12,20,20/12/2006,0.1143333,6.878001,0.5354,145.7724,3.0977,179.92204,17.11435,33.7149,7.966579,28.45743,0.113943352,2.261976191
2006,12,21,21/12/2006,0.3266667,7.159333,17.8714,176.4043,83.2914,179.94836,18.40012,34.36152,8.628872,23.45346,1.745074792,2.354876423
2006,12,22,22/12/2006,0.2423333,6.466332,0.45,176.4134,30.6822,179.985,17.81256,32.92196,8.439567,21.89013,1.579783597,2.343999069
2006,12,23,23/12/2006,0.2413333,5.188667,0.8997644,176.1865,0.9543,179.70456,16.10809,33.17221,8.051744,25.23541,0.431363764,2.311329952
2006,12,24,24/12/2006,0.1066667,6.226334,1.101068,141.0331,1.9684,179.88309,15.84553,33.16915,7.30617,24.13026,1.222716471,2.114610984
2006,12,25,25/12/2006,0.08299998,4.621333,1.569527,167.1297,1.8185,179.6465,15.62224,32.71428,7.925626,21.54112,1.212187604,1.976808337
2006,12,26,26/12/2006,0.08766666,4.167333,0.3330345,171.4297,0.5936,179.41383,14.79613,32.98855,8.24273,23.98542,0.361727836,2.492900011
2006,12,27,27/12/2006,0.4856667,6.851001,5.3866,140.3753,16.8678,179.96866,15.93863,30.86182,9.673643,23.34749,1.376576957,3.080662556
2006,12,28,28/12/2006,0.6306667,5.979,11.20438,130.1332,101.20438,179.80418,13.98162,29.50249,9.232657,24.38768,1.797959644,2.620864475
2006,12,29,29/12/2006,1.39,8.047998,35.50038,117.295,125.50038,179.86181,16.01703,28.44449,12.40894,25.23394,2.632558515,3.395291438
2006,12,3,03/12/2006,0.2833333,7.990334,2.6465,104.5948,16.0648,179.9663,18.5505,30.15353,11.53389,26.50703,2.285332228,2.81967552
2006,1,23,23/01/2006,0.3603333,5.392334,0.5402851,110.8441,10.234,174.90108,19.16212,37.37495,5.588933,18.1826,1.161368002,1.966141733
2006,12,30,30/12/2006,0.6446667,6.976333,13.9347,116.655,34.8036,179.94326,15.51026,27.04512,12.14515,32.62532,2.849787824,3.131650738
2006,12,4,04/12/2006,0.357,6.538333,0.05682455,101.902,50.7136,179.99603,16.63099,30.49144,11.1101,29.26294,1.509202522,2.351603072
2006,1,24,24/01/2006,0.2336667,4.416,0.2009,158.7089,1.3375,149.08556,1.472605,35.30647,5.439868,43.81448,1.294466226,2.103119254
2006,12,5,05/12/2006,0.1013333,6.734999,0.03077043,170.7137,7.0384,179.93702,15.28529,30.88939,9.7758,26.28171,0.963787827,2.134495856
2006,1,25,25/01/2006,0.2713333,6.531333,0.0429,144.4719,3.6325,176.48105,18.03677,35.41071,7.317566,15.10283,1.81756537,2.476541809
2006,12,6,06/12/2006,0.348,6.775001,0.1980854,115.1836,32.3,179.59914,16.62748,31.41854,11.68611,27.38636,1.79518459,2.585799009
2006,1,26,26/01/2006,0.09133331,4.639,0.1048431,172.2702,2.2365,179.28794,21.16828,36.59829,8.908226,18.40106,2.260071388,2.468937806
2006,12,7,07/12/2006,0.1423333,5.171333,0.151,167.732,15.6445,175.40678,15.48528,30.41951,11.41082,28.91846,1.900367129,2.232742063
2006,1,27,27/01/2006,0.193,7.481667,2.9099,143.7004,11.1334,179.9298,20.13709,35.80682,8.171962,23.34204,0,2.529815197
2006,12,8,08/12/2006,0.2863333,7.058666,0.1088,127.8668,2.2564,170.04702,15.29226,30.20589,9.816144,27.59226,1.136720567,2.311753861
2006,1,28,28/01/2006,0.1536667,7.251666,5.551274,179.6239,0.6932,179.76809,22.4977,35.8984,9.521882,21.66108,1.770115295,2.314920056
2006,12,9,09/12/2006,0.2703333,6.056667,0.09372646,127.4338,2.0559,179.84686,14.34746,31.53251,10.1771,26.91022,0.653212514,2.096910013
2006,1,29,29/01/2006,0.187,7.788333,0.4916812,176.7769,2.0942,179.93984,25.99221,35.09452,8.473753,17.97081,1.760422483,2.514680544
2006,1,3,03/01/2006,0.06366666,4.315666,0.2109107,178.6186,0.244,179.21406,17.02613,33.24669,9.408023,22.7809,1.760422483,2.180699201
2006,1,30,30/01/2006,0.242,5.612666,0.06987887,177.6102,2.5384,177.89949,22.24689,37.36889,7.684426,21.40971,2.065579715,2.525692525
2006,1,31,31/01/2006,0.1243333,6.336667,0.01491512,88.5577,1.4423,134.19187,21.23432,34.22721,7.739167,21.5341,1.527629901,2.405175546
2006,1,4,04/01/2006,0.1703333,4.596667,0.5929,179.9851,1.364,169.53147,17.30066,33.52833,8.414382,20.85191,0.041392685,2.087426457
2006,1,5,05/01/2006,0.1253333,5.044,0.07936411,107.431,0.5322,170.9987,16.54689,34.17002,8.56996,18.5982,0,1.990782692
2006,1,6,06/01/2006,0.07233334,3.873333,0.0259,173.1663,0.0673,179.98519,17.54765,36.41122,9.302611,22.35252,1.093421685,2.098643726
2006,1,7,07/01/2006,0.07466666,3.889667,0.152557,178.7375,1.713,179.9606,19.15058,36.05555,9.200401,23.90554,1.037426498,2.025305865
2006,1,8,08/01/2006,0.09833331,3.824333,0.0260941,171.3278,0.11,179.79912,18.55742,35.34061,8.732046,24.11382,1.195899652,1.949390007
2006,1,9,09/01/2006,0.1723334,4.149667,0.0993,173.0527,5.2885,148.11275,18.96422,35.42134,8.158023,19.58843,0.819543936,2.101747074
2006,2,1,01/02/2006,0.1683333,6.971334,0.234643,144.4365,1.7805,179.39471,17.64157,32.05993,7.028699,18.32271,1.522444234,2.550472957
2006,2,10,10/02/2006,0.4973333,7.567666,3.392933,127.2,62.4019,179.95761,18.97023,34.12423,6.86605,18.45529,2.014100322,2.661055085
2006,2,11,11/02/2006,0.9096667,6.894667,3.543577,168.3388,51.897,179.36681,20.31806,36.25534,6.438242,13.72055,1.920645001,2.470410491
2006,2,12,12/02/2006,0.2626667,7.12,9.412155,177.2572,0.3207,179.96642,19.29934,37.66682,6.068176,14.88559,0.176091259,2.702947246
2006,2,13,13/02/2006,0.192,5.069334,0.9955,173.861,0.6331,179.66864,18.16619,40.37531,5.636247,19.82658,0.342422681,2.315760491
2006,2,14,14/02/2006,0.08699998,5.706333,0.1023314,177.9571,3.6264,179.45459,21.59126,40.35638,5.602975,15.13478,0.113943352,2.506775537
2006,2,15,15/02/2006,0.1433333,4.568,5.6109,175.0811,0.1166,179.06482,23.37652,38.5261,6.592648,18.90864,0.968482949,2.598243192
2006,2,16,16/02/2006,0.8333333,6.498667,1.186607,101.5316,0.5576,146.11497,26.20975,36.72273,9.568636,19.16037,0.62324929,3.097916409
2006,2,17,17/02/2006,0.7306666,5.274333,0.8163,176.4337,0.3212,176.97782,24.10261,37.82112,9.494155,30.62807,2.295127085,3.389786062
2006,2,18,18/02/2006,0.1053334,6.782001,0.6661,72.8729,17.1271,141.76963,24.60443,32.79039,20.84851,33.92722,2.401745082,3.580799571
2006,2,19,19/02/2006,0.233,5.458999,0.05315869,132.5533,1.3617,117.33264,21.5995,34.39179,12.46531,40.70887,0.301029996,3.068297205
2006,2,2,02/02/2006,0.5076666,4.993999,0.09512667,124.6424,10.0399,178.52616,17.56409,32.95894,4.151865,13.38193,0.812913357,2.257438567
2006,2,20,20/02/2006,0.136,4.864666,0.9965206,136.1893,1.6042,177.2009,20.94504,36.3108,12.16937,30.94513,0,2.14332713
2006,2,21,21/02/2006,0.8116666,4.758667,0.3399,116.8712,0.0995,155.353,23.27492,38.10287,9.892813,22.87232,1.564666064,2.033825694
2006,2,22,22/02/2006,0.1453333,5.082,0.5693076,136.1908,0.1246,165.85203,24.31094,38.78185,7.556221,17.91932,1.418301291,2.18920949
2006,2,23,23/02/2006,0.368,9.016666,0.0219,135.1509,3.088,129.31133,23.0065,36.95258,6.104043,12.38422,1.411619706,2.848004271
2006,2,24,24/02/2006,0.535,6.307334,0.001040428,95.3661,1.2683,135.1468,21.78906,35.98133,4.223141,11.57408,1.770115295,2.860338007
2006,2,25,25/02/2006,0.4826666,6.067332,0.2095,88.6913,1.3087,147.26055,19.98533,37.22059,2.894793,8.123632,1.419955748,2.15896526
2006,2,26,26/02/2006,0.21,6.067667,0.4654441,168.9781,15.8802,161.67136,20.23838,38.33588,3.672519,8.125819,0.84509804,1.930439595
2006,2,27,27/02/2006,0.1443333,4.176667,0.2608,172.8664,0.8333,174.95837,20.34451,39.61518,4.282664,12.55221,0.397940009,2.022428371
2006,2,28,28/02/2006,0.1923333,5.901668,0.2062268,142.7133,0.0361,178.9206,23.15465,40.01765,4.129073,9.258196,0.959041392,2.079181246
2006,2,3,03/02/2006,0.2006667,7.361001,0.4342,170.8952,7.7286,179.78472,17.37738,34.69444,6.491813,11.97452,1.356025857,2.812646016
2006,2,4,04/02/2006,0.1643333,5.448,0.4197488,139.9621,11.4758,178.84689,19.10825,35.91631,7.933155,15.78359,2.09131516,2.500922239
2006,2,5,05/02/2006,0.06766666,5.409666,0.1651,172.4566,9.1512,179.80273,19.8466,37.17516,7.532209,19.10746,1.916980047,2.462397998
2006,2,6,06/02/2006,0.456,5.062667,0.0378,126.2867,37.4644,179.95998,21.41273,37.82402,7.29625,16.2698,1.86332286,2.425044875
2006,2,7,07/02/2006,0.472,6.557333,0.4852801,98.5026,52.9471,178.50209,21.77238,37.19795,7.325554,15.44435,1.547774705,2.276231958
2006,2,8,08/02/2006,0.432,7.694334,0.1605,91.96862,3.2802,179.48965,21.47129,36.1426,6.183612,13.76125,0.041392685,2.385606274
2006,2,9,09/02/2006,0.13,6.951,0.1991896,154.8895,41.0302,179.91623,20.32722,34.16722,8.359896,20.69171,0.301029996,2.743823222
2006,3,1,01/03/2006,0.114,7.089333,0.1974,155.5201,0.1371,178.58772,24.52167,41.39296,5.4562,11.00627,0.939519253,2.2999429
2006,3,10,10/03/2006,1.112,8.066999,49.60363,118.8883,139.60363,179.83928,21.36318,33.42455,5.305712,10.67893,2.80685803,3.211654401
2006,3,11,11/03/2006,0.3556667,8.257334,0.1075875,118.4019,16.3845,179.42587,21.69199,34.85587,4.577333,10.31559,2.142702246,3.164114821
2006,3,12,12/03/2006,0.167,5.068001,0.5253,140.7538,3.8465,179.90396,20.28906,36.72186,4.797979,10.87033,1.786751422,3.236486876
2006,3,13,13/03/2006,0.07633332,5.439666,0.2857,176.7365,0.4971,178.29037,21.887,39.89381,4.064919,10.31335,0.255272505,2.901839592
2006,3,14,14/03/2006,0.2516667,5.974667,0.2895062,178.8596,3.7307,178.49236,23.76785,39.51312,4.180508,10.23139,0,2.834166284
2006,3,15,15/03/2006,0.2096667,7.942332,0.2777879,127.8013,3.8647,178.99612,25.12865,38.83618,4.42018,10.06981,1.639486489,3.021726664
2006,3,16,16/03/2006,0.5196667,8.503667,0.2652,113.9003,53.2003,179.52309,22.332,39.20834,4.541517,10.50458,1.73479983,2.92556991
2006,3,17,17/03/2006,0.29,6.471667,0.07554198,108.5396,18.5396,178.16827,23.00732,40.57611,4.339492,9.723958,1.771587481,2.224533063
2006,3,18,18/03/2006,0.1053333,6.913334,0.3334912,176.1077,1.5019,179.67643,23.55041,40.88151,4.789635,10.99161,1.910624405,2.62211036
2006,3,19,19/03/2006,0.1193334,4.419333,0.0525,175.0722,0.432,179.92808,25.42301,42.18757,4.864014,12.90782,2.144574208,2.422097163
2006,3,2,02/03/2006,0.1883333,7.891666,0.04202646,159.2328,19.1306,179.62844,26.60419,41.29019,6.456252,12.18229,1.824776462,2.441695136
2006,3,20,20/03/2006,0.1736667,4.292666,0.3615,179.6193,3.201,179.75357,24.23015,41.67877,5.754938,13.02778,2.035829825,2.723865964
2006,3,21,21/03/2006,0.165,8.146667,2.8993,179.9997,0.333,179.79176,26.67109,42.00326,5.192362,15.1565,2.15715444,2.752662943
2006,3,22,22/03/2006,0.1106667,6.290999,0.5023953,179.4151,0.8331,179.36903,26.713,40.00097,6.694499,16.50449,1.31386722,2.602927713
2006,3,23,23/03/2006,0.2006667,7.894667,0.2367212,179.593,0.5269,179.93402,26.05097,41.75987,4.369661,19.35578,1.371067862,2.955350957
2006,3,24,24/03/2006,0.165,6.595333,0.0871,177.262,1.8765,174.09129,25.61039,41.49089,4.216476,11.5719,0,2.300812794
2006,3,25,25/03/2006,0.094,9.635667,13.5357,179.2015,0.1258,176.46224,23.207,41.54808,4.390723,10.89531,0.792391689,2.937417581
2006,3,26,26/03/2006,0.294,8.597334,5.707483,173.6994,1.7971,179.98631,23.51754,40.16112,4.409394,13.76837,1.558708571,2.741702984
2006,3,27,27/03/2006,0.187,7.934333,0.4921,172.6981,0.6666,179.88287,23.79191,39.88507,4.13589,13.39134,1.849419414,2.816307599
2006,3,28,28/03/2006,0.2323333,7.453333,0.6161,174.9002,6.888,179.80085,24.00192,39.62948,4.906088,10.40009,1.966141733,2.62797999
2006,3,29,29/03/2006,0.3423333,5.892666,2.961776,161.6393,53.8492,179.93378,24.63003,37.843,5.547928,11.75443,1.824125834,2.636487896
2006,3,3,03/03/2006,0.08833332,5.263334,0.2751656,179.999,1.5401,179.34761,23.28835,42.01225,5.995323,20.76288,2.04060234,2.515741417
2006,3,30,30/03/2006,0.213,8.216001,3.5051,159.4113,2.74,179.71131,23.75971,37.55931,6.185241,12.87129,2.15715444,3.187718083
2006,3,31,31/03/2006,0.112,7.707667,1.124,104.2093,12.117,179.37051,25.88751,38.15303,5.886858,10.62399,2.174641193,2.851686315
2006,3,4,04/03/2006,0.1696667,5.422334,0.141956,147.1315,0.3303,179.99854,24.78332,42.05561,4.902476,13.73927,1.84509804,2.354684554
2006,3,5,05/03/2006,0.135,4.701667,0.4202373,179.3375,0.0789,176.5091,24.29624,42.6513,4.233417,14.19888,1.740362689,2.333245699
2006,3,6,06/03/2006,0.2223333,4.203667,0.1246,177.9889,0.3667,178.68676,23.09126,42.60246,5.159904,14.71129,1.770115295,2.270445908
2006,3,7,07/03/2006,0.2576666,8.662334,0.202,156.9321,20.5682,167.8293,24.03977,38.56441,5.800879,13.18662,1.64738297,3.439000924
2006,3,8,08/03/2006,1.672667,6.389333,0.1979,104.2473,87.1281,179.55182,23.97888,34.80026,6.317057,9.807546,2.905093968,3.599315281
2006,3,9,09/03/2006,1.316333,7.606,50.63122,111.8807,140.63122,179.96689,23.2709,32.65522,6.134924,9.53745,2.845470133,3.682424885
