Year,Month,Day,Year-Month-Day,minWindSpeed,maxWindSpeed,minWindDirection,maxWindDirection,minAirTemperature,maxAirTemperature,minRelativeHumidity,maxRelativeHumidity,minLog(ParticleConcentration + 1),maxLog(ParticleConcentration + 1)
2006,1,10,2006-1-10,0.2643333,4.945333,0.5721947,358.76,19.29832,35.26017,8.014299,17.95504,0.77815125,1.989004616
2006,11,1,2006-11-1,0.04433334,5.326333,3.51696,359.5889,18.44153,37.73468,10.95442,56.00828,1.322219295,1.963315511
2006,1,11,2006-1-11,0.3926667,4.512,0.6152141,358.9737,18.79608,34.60276,6.062377,13.72167,0.079181246,2.129689892
2006,11,10,2006-11-10,0.1166666,7.234,7.080987,357.687,20.22684,34.70538,13.11967,37.81011,1.954242509,2.351796307
2006,11,11,2006-11-11,0.199,6.411,4.924207,357.5351,21.49729,34.95197,12.18728,31.27459,1.838219222,2.338854746
2006,11,12,2006-11-12,0.1573333,5.648,1.361434,357.8201,20.9776,34.9304,12.66525,34.11535,1.537819095,2.279666944
2006,11,13,2006-11-13,0.2433334,5.149,6.35273,359.1507,20.73406,34.68788,12.1448,38.92392,1.352182518,2.216165902
2006,11,14,2006-11-14,0.207,6.272334,0.4016027,354.2664,20.66736,35.05749,11.32957,37.71991,0,2.6198235
2006,11,15,2006-11-15,0.1273333,7.323,1.008492,359.0287,21.8233,34.4563,11.62781,28.78497,1.753583059,2.290924559
2006,11,16,2006-11-16,0.1553333,6.616999,4.907732,358.058,20.83836,35.03856,11.32718,25.62466,1.44870632,2.719993826
2006,11,17,2006-11-17,0.142,6.730667,2.65839,355.445,21.49129,34.39626,11.47523,29.55369,2.160768562,2.709609121
2006,11,18,2006-11-18,0.1646667,6.795334,3.064205,356.5604,21.07905,33.31852,11.08751,28.30257,2.254789687,2.747877706
2006,11,19,2006-11-19,0.3136667,7.642,42.83749,161.4421,18.55692,32.47237,10.4998,29.38886,1.747411808,2.462697408
2006,11,2,2006-11-2,0.1616666,4.333334,1.56475,357.9291,19.22338,37.33877,8.301032,51.78188,1.017033339,1.844477176
2006,1,12,2006-1-12,0.195,4.987333,3.458849,359.2786,18.21331,33.45761,8.78862,15.36351,1.761175813,2.336059278
2006,11,20,2006-11-20,0.1556667,7.993333,1.733835,354.8641,18.38384,31.96031,10.90985,27.62776,1.678518379,2.790847904
2006,11,21,2006-11-21,0.2,5.961,2.481011,359.1645,16.55264,32.9421,10.29442,30.47707,0.612783857,2.259115844
2006,11,22,2006-11-22,0.07399999,4.691667,2.545919,357.9745,16.05096,33.08247,10.17497,33.47992,0.278753601,2.441223674
2006,11,23,2006-11-23,0.08766665,4.045333,0.4781767,359.4525,16.30076,33.23824,9.975943,32.31936,0.230448921,2.283979284
2006,11,24,2006-11-24,0.2246667,6.170334,14.76759,357.2735,16.36512,33.55093,9.906802,34.92915,0.230448921,2.47070443
2006,11,25,2006-11-25,0.1176667,5.610665,0.9974315,359.8614,17.88038,33.57682,8.303577,29.6414,0.041392685,2.380573003
2006,11,26,2006-11-26,0.1176667,5.482999,1.702803,359.3209,16.75309,33.59549,8.491459,29.14007,0.041392685,2.175801633
2006,11,27,2006-11-27,0.1296667,6.129334,4.302489,359.6974,17.16655,32.97588,9.408024,23.71898,0.041392685,2.223236273
2006,11,28,2006-11-28,0.1383333,4.785667,0.303008,359.5836,17.17937,32.8835,9.68921,28.73369,0.113943352,2.133538908
2006,11,29,2006-11-29,0.2236666,6.721666,0.9975375,357.3268,18.20934,32.52884,10.23108,27.40182,0,2.229937686
2006,11,3,2006-11-3,0.07199999,4.248,0.6831924,358.5477,20.87127,38.56532,9.41876,42.81932,1.049218023,2.004751156
2006,1,13,2006-1-13,0.17,6.148001,5.14268,358.1247,17.99179,33.18157,8.552711,18.73597,1.622214023,2.969276095
2006,11,30,2006-11-30,0.1196667,7.064,0.4339671,356.1505,17.38953,32.67078,10.80302,27.52515,1.606381365,2.046495164
2006,11,4,2006-11-4,0.2526667,5.468666,0.007766739,356.6721,20.4748,37.8427,8.997004,30.25989,1.11058971,1.811575006
2006,1,14,2006-1-14,0.8286667,6.850669,16.79386,122.7685,17.51911,32.97614,9.105775,20.13626,1.727541257,2.288025535
2006,11,5,2006-11-5,0.1243333,5.525001,4.67967,354.9398,21.97297,37.3199,8.753008,23.79295,1.100370545,1.815577748
2006,1,15,2006-1-15,0.651,6.556666,1.617927,359.9505,17.89167,33.80041,9.110048,24.31223,1.80685803,2.826139618
2006,11,6,2006-11-6,0.2246667,5.184333,0.2121648,359.6474,21.62549,37.82321,8.870885,24.64328,1.209515015,1.868644438
2006,1,16,2006-1-16,0.3859999,6.476667,0.03144046,359.4309,17.0997,35.3345,10.54518,31.45876,0,2.240049772
2006,11,7,2006-11-7,0.3396666,7.785668,27.65594,359.1678,20.18232,36.52814,11.51496,41.98228,1.348304863,2.543819805
2006,1,17,2006-1-17,0.2206667,7.289667,3.304374,357.813,18.25075,36.06929,10.10949,31.89349,1.164352856,2.44870632
2006,11,8,2006-11-8,0.2243333,7.426,5.060773,256.7183,21.70914,34.89108,13.88,36.89736,2.116275588,2.607562243
2006,1,18,2006-1-18,0.1813333,4.586666,0.4332351,359.4974,21.07258,35.76826,15.03857,43.42519,0,2.864629725
2006,11,9,2006-11-9,0.7236665,7.328668,9.786721,135.1981,21.893,34.39336,13.78842,35.30736,1.958085849,2.61992771
2006,1,19,2006-1-19,1.533,6.803001,0.1656552,359.9754,21.55061,33.9685,8.621291,41.93694,1,2.851319513
2006,1,2,2006-1-2,0.104,4.777667,1.604665,359.2294,18.50223,34.6018,8.456049,20.37639,1.715167358,2.395501124
2006,1,20,2006-1-20,0.6133334,6.669666,0.3821431,359.9917,19.83886,35.7239,10.78531,23.89572,0,2.630732893
2006,12,1,2006-12-1,0.103,4.885,3.598983,359.8991,16.53082,33.13339,11.40456,32.43159,1.596597096,2.141449773
2006,1,21,2006-1-21,1.258667,7.324333,0.497422,359.5768,19.63338,35.63878,8.535415,25.43098,2.015359755,2.819741297
2006,12,10,2006-12-10,0.4996666,7.224335,2.265477,355.8936,17.81648,31.17323,10.15324,21.75119,1.733197265,2.403977964
2006,12,11,2006-12-11,1.046667,6.112999,62.83287,128.7946,18.98737,31.69622,10.31431,23.16129,1.767897616,3.221492482
2006,12,12,2006-12-12,0.3116667,5.115333,6.07741,358.4948,20.08912,32.82208,11.11264,26.26121,2.835690571,3.354818871
2006,12,13,2006-12-13,0.2433333,5.723333,8.431929,358.5364,19.57904,34.60974,11.13798,28.05939,2.579783597,3.220265034
2006,12,14,2006-12-14,0.6583332,5.387667,18.46199,145.2331,18.16431,34.41962,7.996088,26.67987,1,2.616895426
2006,12,15,2006-12-15,0.203,6.394,21.01233,359.5465,17.44575,32.42902,7.992679,22.46776,0.505149978,2.836324116
2006,12,16,2006-12-16,0.1613334,4.872334,0.5278441,355.1402,17.34136,33.31664,8.312683,21.06004,0,2.659821158
2006,12,17,2006-12-17,0.09266665,5.387334,0.001969306,359.4622,18.53041,33.7184,10.4359,24.17655,2.212720154,2.756255649
2006,12,18,2006-12-18,0.08699998,5.403,1.037857,359.0651,17.98615,33.65552,11.58889,28.69024,1.949390007,2.607240504
2006,12,19,2006-12-19,0.08066666,5.066668,1.196194,359.602,18.12382,33.852,9.73169,26.73847,1.850033258,2.411619706
2006,12,2,2006-12-2,0.321,6.244667,0.5647103,359.697,18.35428,31.3056,11.49263,30.70408,2.08170727,2.739809599
2006,1,22,2006-1-22,0.7743332,6.442666,0.07880806,359.5263,19.82172,35.12388,8.213935,17.50836,1.725094521,2.378397901
2006,12,20,2006-12-20,0.1143333,6.878001,0.6100532,359.4646,17.11435,33.7149,7.966579,28.45743,0.113943352,2.261976191
2006,12,21,2006-12-21,0.3266667,7.159333,17.8714,186.7086,18.40012,34.36152,8.628872,23.45346,1.745074792,2.354876423
2006,12,22,2006-12-22,0.2423333,6.466332,1.026637,359.55,17.81256,32.92196,8.439567,21.89013,1.579783597,2.343999069
2006,12,23,2006-12-23,0.2413333,5.188667,0.8997644,358.7664,16.10809,33.17221,8.051744,25.23541,0.431363764,2.311329952
2006,12,24,2006-12-24,0.1066667,6.226334,1.101068,358.5644,15.84553,33.16915,7.30617,24.13026,1.222716471,2.114610984
2006,12,25,2006-12-25,0.08299998,4.621333,1.569527,357.9021,15.62224,32.71428,7.925626,21.54112,1.212187604,1.976808337
2006,12,26,2006-12-26,0.08766666,4.167333,0.3330345,358.336,14.79613,32.98855,8.24273,23.98542,0.361727836,2.492900011
2006,12,27,2006-12-27,0.4856667,6.851001,6.734532,354.6134,15.93863,30.86182,9.673643,23.34749,1.376576957,3.080662556
2006,12,28,2006-12-28,0.6306667,5.979,11.20438,130.1332,13.98162,29.50249,9.232657,24.38768,1.797959644,2.620864475
2006,12,29,2006-12-29,1.39,8.047998,35.50038,117.295,16.01703,28.44449,12.40894,25.23394,2.632558515,3.395291438
2006,12,3,2006-12-3,0.2833333,7.990334,6.822094,357.3535,18.5505,30.15353,11.53389,26.50703,2.285332228,2.81967552
2006,1,23,2006-1-23,0.3603333,5.392334,0.5402851,358.8962,19.16212,37.37495,5.588933,18.1826,1.161368002,1.966141733
2006,12,30,2006-12-30,0.6446667,6.976333,15.60153,346.0653,15.51026,27.04512,12.14515,32.62532,2.849787824,3.131650738
2006,12,4,2006-12-4,0.357,6.538333,0.05682455,359.7734,16.63099,30.49144,11.1101,29.26294,1.509202522,2.351603072
2006,1,24,2006-1-24,0.2336667,4.416,0.9979411,359.7991,1.472605,35.30647,5.439868,43.81448,1.294466226,2.103119254
2006,12,5,2006-12-5,0.1013333,6.734999,0.03077043,359.9378,15.28529,30.88939,9.7758,26.28171,0.963787827,2.134495856
2006,1,25,2006-1-25,0.2713333,6.531333,0.3131013,359.9571,18.03677,35.41071,7.317566,15.10283,1.81756537,2.476541809
2006,12,6,2006-12-6,0.348,6.775001,0.1980854,359.5615,16.62748,31.41854,11.68611,27.38636,1.79518459,2.585799009
2006,1,26,2006-1-26,0.09133331,4.639,0.1048431,357.5343,21.16828,36.59829,8.908226,18.40106,2.260071388,2.468937806
2006,12,7,2006-12-7,0.1423333,5.171333,0.2278567,359.849,15.48528,30.41951,11.41082,28.91846,1.900367129,2.232742063
2006,1,27,2006-1-27,0.193,7.481667,7.265585,357.0901,20.13709,35.80682,8.171962,23.34204,0,2.529815197
2006,12,8,2006-12-8,0.2863333,7.058666,0.1978349,359.8912,15.29226,30.20589,9.816144,27.59226,1.136720567,2.311753861
2006,1,28,2006-1-28,0.1536667,7.251666,5.551274,348.5179,22.4977,35.8984,9.521882,21.66108,1.770115295,2.314920056
2006,12,9,2006-12-9,0.2703333,6.056667,0.09372646,359.4191,14.34746,31.53251,10.1771,26.91022,0.653212514,2.096910013
2006,1,29,2006-1-29,0.187,7.788333,0.4916812,345.5038,25.99221,35.09452,8.473753,17.97081,1.760422483,2.514680544
2006,1,3,2006-1-3,0.06366666,4.315666,0.2109107,359.3372,17.02613,33.24669,9.408023,22.7809,1.760422483,2.180699201
2006,1,30,2006-1-30,0.242,5.612666,0.06987887,359.5856,22.24689,37.36889,7.684426,21.40971,2.065579715,2.525692525
2006,1,31,2006-1-31,0.1243333,6.336667,0.01491512,359.1563,21.23432,34.22721,7.739167,21.5341,1.527629901,2.405175546
2006,1,4,2006-1-4,0.1703333,4.596667,1.159314,359.4071,17.30066,33.52833,8.414382,20.85191,0.041392685,2.087426457
2006,1,5,2006-1-5,0.1253333,5.044,0.07936411,359.4201,16.54689,34.17002,8.56996,18.5982,0,1.990782692
2006,1,6,2006-1-6,0.07233334,3.873333,1.399203,359.9741,17.54765,36.41122,9.302611,22.35252,1.093421685,2.098643726
2006,1,7,2006-1-7,0.07466666,3.889667,0.152557,359.7083,19.15058,36.05555,9.200401,23.90554,1.037426498,2.025305865
2006,1,8,2006-1-8,0.09833331,3.824333,0.0260941,359.7298,18.55742,35.34061,8.732046,24.11382,1.195899652,1.949390007
2006,1,9,2006-1-9,0.1723334,4.149667,0.143141,359.9007,18.96422,35.42134,8.158023,19.58843,0.819543936,2.101747074
2006,2,1,2006-2-1,0.1683333,6.971334,0.234643,359.6707,17.64157,32.05993,7.028699,18.32271,1.522444234,2.550472957
2006,2,10,2006-2-10,0.4973333,7.567666,3.392933,350.2655,18.97023,34.12423,6.86605,18.45529,2.014100322,2.661055085
2006,2,11,2006-2-11,0.9096667,6.894667,3.543577,354.0991,20.31806,36.25534,6.438242,13.72055,1.920645001,2.470410491
2006,2,12,2006-2-12,0.2626667,7.12,9.412155,340.7336,19.29934,37.66682,6.068176,14.88559,0.176091259,2.702947246
2006,2,13,2006-2-13,0.192,5.069334,2.271485,359.0045,18.16619,40.37531,5.636247,19.82658,0.342422681,2.315760491
2006,2,14,2006-2-14,0.08699998,5.706333,0.1023314,358.864,21.59126,40.35638,5.602975,15.13478,0.113943352,2.506775537
2006,2,15,2006-2-15,0.1433333,4.568,11.16257,354.3891,23.37652,38.5261,6.592648,18.90864,0.968482949,2.598243192
2006,2,16,2006-2-16,0.8333333,6.498667,1.186607,358.3368,26.20975,36.72273,9.568636,19.16037,0.62324929,3.097916409
2006,2,17,2006-2-17,0.7306666,5.274333,1.056449,359.1837,24.10261,37.82112,9.494155,30.62807,2.295127085,3.389786062
2006,2,18,2006-2-18,0.1053334,6.782001,0.7199799,359.3339,24.60443,32.79039,20.84851,33.92722,2.401745082,3.580799571
2006,2,19,2006-2-19,0.233,5.458999,0.05315869,359.8624,21.5995,34.39179,12.46531,40.70887,0.301029996,3.068297205
2006,2,2,2006-2-2,0.5076666,4.993999,0.09512667,359.7897,17.56409,32.95894,4.151865,13.38193,0.812913357,2.257438567
2006,2,20,2006-2-20,0.136,4.864666,0.9965206,358.9656,20.94504,36.3108,12.16937,30.94513,0,2.14332713
2006,2,21,2006-2-21,0.8116666,4.758667,1.032329,359.6601,23.27492,38.10287,9.892813,22.87232,1.564666064,2.033825694
2006,2,22,2006-2-22,0.1453333,5.082,0.5693076,359.1205,24.31094,38.78185,7.556221,17.91932,1.418301291,2.18920949
2006,2,23,2006-2-23,0.368,9.016666,0.6682015,359.9781,23.0065,36.95258,6.104043,12.38422,1.411619706,2.848004271
2006,2,24,2006-2-24,0.535,6.307334,0.001040428,359.5803,21.78906,35.98133,4.223141,11.57408,1.770115295,2.860338007
2006,2,25,2006-2-25,0.4826666,6.067332,0.7722639,359.7905,19.98533,37.22059,2.894793,8.123632,1.419955748,2.15896526
2006,2,26,2006-2-26,0.21,6.067667,0.4654441,359.0361,20.23838,38.33588,3.672519,8.125819,0.84509804,1.930439595
2006,2,27,2006-2-27,0.1443333,4.176667,0.269189,359.7392,20.34451,39.61518,4.282664,12.55221,0.397940009,2.022428371
2006,2,28,2006-2-28,0.1923333,5.901668,0.2062268,359.7603,23.15465,40.01765,4.129073,9.258196,0.959041392,2.079181246
2006,2,3,2006-2-3,0.2006667,7.361001,0.5781881,359.5658,17.37738,34.69444,6.491813,11.97452,1.356025857,2.812646016
2006,2,4,2006-2-4,0.1643333,5.448,0.4197488,358.7255,19.10825,35.91631,7.933155,15.78359,2.09131516,2.500922239
2006,2,5,2006-2-5,0.06766666,5.409666,0.4104285,359.8349,19.8466,37.17516,7.532209,19.10746,1.916980047,2.462397998
2006,2,6,2006-2-6,0.456,5.062667,1.591928,359.9622,21.41273,37.82402,7.29625,16.2698,1.86332286,2.425044875
2006,2,7,2006-2-7,0.472,6.557333,0.4852801,357.9434,21.77238,37.19795,7.325554,15.44435,1.547774705,2.276231958
2006,2,8,2006-2-8,0.432,7.694334,0.3278452,359.8395,21.47129,36.1426,6.183612,13.76125,0.041392685,2.385606274
2006,2,9,2006-2-9,0.13,6.951,0.1991896,356.0711,20.32722,34.16722,8.359896,20.69171,0.301029996,2.743823222
2006,3,1,2006-3-1,0.114,7.089333,0.4629126,359.8026,24.52167,41.39296,5.4562,11.00627,0.939519253,2.2999429
2006,3,10,2006-3-10,1.112,8.066999,49.60363,118.8883,21.36318,33.42455,5.305712,10.67893,2.80685803,3.211654401
2006,3,11,2006-3-11,0.3556667,8.257334,0.1075875,359.666,21.69199,34.85587,4.577333,10.31559,2.142702246,3.164114821
2006,3,12,2006-3-12,0.167,5.068001,0.9927939,359.4747,20.28906,36.72186,4.797979,10.87033,1.786751422,3.236486876
2006,3,13,2006-3-13,0.07633332,5.439666,0.9106779,359.7143,21.887,39.89381,4.064919,10.31335,0.255272505,2.901839592
2006,3,14,2006-3-14,0.2516667,5.974667,0.2895062,359.6664,23.76785,39.51312,4.180508,10.23139,0,2.834166284
2006,3,15,2006-3-15,0.2096667,7.942332,0.2777879,359.3295,25.12865,38.83618,4.42018,10.06981,1.639486489,3.021726664
2006,3,16,2006-3-16,0.5196667,8.503667,0.4695703,359.7348,22.332,39.20834,4.541517,10.50458,1.73479983,2.92556991
2006,3,17,2006-3-17,0.29,6.471667,0.07554198,359.6316,23.00732,40.57611,4.339492,9.723958,1.771587481,2.224533063
2006,3,18,2006-3-18,0.1053333,6.913334,0.3334912,359.5029,23.55041,40.88151,4.789635,10.99161,1.910624405,2.62211036
2006,3,19,2006-3-19,0.1193334,4.419333,0.4668082,359.9475,25.42301,42.18757,4.864014,12.90782,2.144574208,2.422097163
2006,3,2,2006-3-2,0.1883333,7.891666,0.04202646,359.4637,26.60419,41.29019,6.456252,12.18229,1.824776462,2.441695136
2006,3,20,2006-3-20,0.1736667,4.292666,4.800655,359.6385,24.23015,41.67877,5.754938,13.02778,2.035829825,2.723865964
2006,3,21,2006-3-21,0.165,8.146667,2.959764,357.1007,26.67109,42.00326,5.192362,15.1565,2.15715444,2.752662943
2006,3,22,2006-3-22,0.1106667,6.290999,0.5023953,352.9476,26.713,40.00097,6.694499,16.50449,1.31386722,2.602927713
2006,3,23,2006-3-23,0.2006667,7.894667,0.2367212,359.091,26.05097,41.75987,4.369661,19.35578,1.371067862,2.955350957
2006,3,24,2006-3-24,0.165,6.595333,1.580744,359.9129,25.61039,41.49089,4.216476,11.5719,0,2.300812794
2006,3,25,2006-3-25,0.094,9.635667,21.49137,346.4643,23.207,41.54808,4.390723,10.89531,0.792391689,2.937417581
2006,3,26,2006-3-26,0.294,8.597334,5.707483,346.8673,23.51754,40.16112,4.409394,13.76837,1.558708571,2.741702984
2006,3,27,2006-3-27,0.187,7.934333,1.034184,359.5079,23.79191,39.88507,4.13589,13.39134,1.849419414,2.816307599
2006,3,28,2006-3-28,0.2323333,7.453333,0.6164446,359.3839,24.00192,39.62948,4.906088,10.40009,1.966141733,2.62797999
2006,3,29,2006-3-29,0.3423333,5.892666,2.961776,354.478,24.63003,37.843,5.547928,11.75443,1.824125834,2.636487896
2006,3,3,2006-3-3,0.08833332,5.263334,0.2751656,359.6671,23.28835,42.01225,5.995323,20.76288,2.04060234,2.515741417
2006,3,30,2006-3-30,0.213,8.216001,5.133735,356.4949,23.75971,37.55931,6.185241,12.87129,2.15715444,3.187718083
2006,3,31,2006-3-31,0.112,7.707667,1.17884,358.876,25.88751,38.15303,5.886858,10.62399,2.174641193,2.851686315
2006,3,4,2006-3-4,0.1696667,5.422334,0.141956,359.0314,24.78332,42.05561,4.902476,13.73927,1.84509804,2.354684554
2006,3,5,2006-3-5,0.135,4.701667,0.4202373,358.4237,24.29624,42.6513,4.233417,14.19888,1.740362689,2.333245699
2006,3,6,2006-3-6,0.2223333,4.203667,1.390374,359.8754,23.09126,42.60246,5.159904,14.71129,1.770115295,2.270445908
2006,3,7,2006-3-7,0.2576666,8.662334,0.3936299,359.798,24.03977,38.56441,5.800879,13.18662,1.64738297,3.439000924
2006,3,8,2006-3-8,1.672667,6.389333,1.246631,359.8021,23.97888,34.80026,6.317057,9.807546,2.905093968,3.599315281
2006,3,9,2006-3-9,1.316333,7.606,50.63122,111.8807,23.2709,32.65522,6.134924,9.53745,2.845470133,3.682424885
2006,4,1,2006-4-1,0.1806667,8.323334,1.189437,356.126,25.63623,38.58715,5.093308,9.52595,1.974050903,2.917977883
2006,4,10,2006-4-10,0.1576667,10.23367,3.720831,334.7008,24.78204,41.72385,3.553116,9.369664,0.792391689,2.62572391
2006,4,11,2006-4-11,0.3566667,10.614,3.529199,330.7309,27.35739,41.27493,3.07021,6.716733,0,3.262949175
2006,4,12,2006-4-12,0.1226667,8.606998,10.07665,353.0293,24.82244,42.90059,3.617117,9.743089,2.293362555,2.82314806
2006,4,13,2006-4-13,0.4456667,9.095999,2.572748,357.2296,27.68548,42.30367,4.321278,9.795184,2.32776749,2.89932795
2006,4,14,2006-4-14,0.164,5.613,0.8015914,349.5658,22.30148,42.9765,4.315276,15.17812,2.127104798,2.442793226
2006,4,15,2006-4-15,0.195,34.88334,12.91824,354.9271,24.80494,41.87281,3.696838,13.24675,1.807535028,2.473048805
2006,4,16,2006-4-16,0.06733335,7.899999,30.187,348.9756,25.06786,41.57219,4.303981,9.569503,1.762678564,2.596377144
2006,4,17,2006-4-17,0.108,6.938334,1.696586,359.6917,27.00513,41.32275,6.376836,12.80098,2.341632336,3.009068276
2006,4,18,2006-4-18,0.3213333,8.790334,21.4244,313.1459,26.3667,41.28163,8.349924,15.61402,2.478133428,3.064008487
2006,4,19,2006-4-19,0.196,5.646667,20.14282,324.1326,28.71118,41.81334,9.349111,16.47666,2.186673867,3.098436045
2006,4,2,2006-4-2,0.1066666,9.483668,0.2881358,359.8304,26.50721,38.94322,5.313241,8.787247,2.445292769,3.000390689
2006,4,20,2006-4-20,0.176,5.537,7.534585,357.6808,27.59945,42.648,5.770709,30.63671,1.447158031,3.15405861
2006,4,21,2006-4-21,0.2913333,6.934667,0.758719,356.1274,25.47023,42.7409,7.16077,34.26874,0.531478917,3.045987606
2006,4,22,2006-4-22,0.2376667,7.926667,1.132394,356.7464,26.07417,42.56741,7.208338,34.8302,0.963787827,2.995810632
2006,4,23,2006-4-23,0.091,7.293334,1.464065,359.8008,28.0876,42.82692,11.10623,43.55624,0.556302501,2.980276141
2006,4,24,2006-4-24,1.908333,9.265332,200.741,325.4033,30.53958,38.53648,22.37496,41.1173,1.73479983,2.983084773
2006,4,25,2006-4-25,0.9423335,5.949,0.1483706,359.7172,27.96591,40.31395,13.35832,43.96747,0.72427587,2.728028954
2006,4,26,2006-4-26,0.3326667,5.559334,0.9098709,359.6797,28.53001,39.35195,14.27173,32.47784,0.255272505,2.225050696
2006,4,27,2006-4-27,0.1356667,6.808332,0.07659423,359.5309,28.24292,39.95339,9.871701,21.89872,0.491361694,2.214578954
2006,4,28,2006-4-28,0.6516666,6.043334,0.2285173,359.7345,28.25294,41.36976,7.810647,17.72442,0.041392685,2.692670699
2006,4,29,2006-4-29,0.1933334,4.739334,0.0595705,359.5241,27.31923,40.78607,7.780275,14.87063,1.033423755,2.150449409
2006,4,3,2006-4-3,0.1826667,7.009,0.1864011,359.8213,26.39519,40.63965,4.854754,9.740034,2.548143637,2.905148002
2006,4,30,2006-4-30,0.1466666,8.077666,0.06946596,359.0735,27.78565,42.75041,7.482962,15.6419,1.564666064,2.813314059
2006,4,4,2006-4-4,0.2553333,5.784667,0.3332977,359.9001,25.78448,41.05805,4.49054,10.78674,1.824776462,2.731669332
2006,4,5,2006-4-5,0.1583333,8.538333,10.53582,355.9804,23.61944,40.63436,4.369508,11.91011,1.158362492,2.680788612
2006,4,6,2006-4-6,0.262,8.842669,5.53371,359.4854,21.71946,40.8077,4.035971,14.05022,0.477121255,2.585573519
